image_name,x1,y1,x2,y2,class
store1_15.jpg,991,1117,1416,1727,object
store1_15.jpg,1,1857,166,2457,object
store1_15.jpg,176,1887,601,2457,object
store1_15.jpg,606,1857,1006,2472,object
store1_15.jpg,1031,1892,1441,2462,object
store1_15.jpg,1441,1887,1831,2472,object
store1_15.jpg,1816,1877,2151,2387,object
store1_15.jpg,2171,1862,2436,2367,object
store1_15.jpg,1531,2592,1736,2837,object
store1_15.jpg,1771,2597,2016,2932,object
store1_15.jpg,2041,2602,2306,2947,object
store1_15.jpg,1456,1192,1661,1727,object
store1_15.jpg,1666,1182,1876,1732,object
store1_15.jpg,1906,1187,2116,1757,object
store1_15.jpg,2136,1192,2356,1742,object
store1_15.jpg,56,2677,371,3147,object
store1_15.jpg,421,2607,671,2957,object
store1_15.jpg,681,2597,951,2982,object
store1_15.jpg,946,2657,1251,3127,object
store1_15.jpg,1271,2607,1531,2947,object
store1_16.jpg,1037,276,1226,713,object
store1_16.jpg,1445,254,1660,713,object
store1_16.jpg,1663,257,1878,713,object
store1_16.jpg,2456,1772,2682,2168,object
store1_16.jpg,963,1828,1230,2283,object
store1_16.jpg,1241,1854,1548,2287,object
store1_16.jpg,1567,1739,1834,2120,object
store1_16.jpg,1856,1876,2160,2291,object
store1_16.jpg,2171,1913,2467,2324,object
store1_16.jpg,1893,276,2100,698,object
store1_16.jpg,2100,254,2304,702,object
store1_16.jpg,2319,254,2519,687,object
store1_16.jpg,2537,228,2741,687,object
store1_16.jpg,2763,239,2934,676,object
store1_16.jpg,952,1202,1193,1602,object
store1_16.jpg,1193,1154,1426,1602,object
store1_16.jpg,1456,1128,1648,1531,object
store1_16.jpg,1663,1131,1889,1591,object
store1_16.jpg,2697,1705,2960,2142,object
store1_16.jpg,2956,1687,3264,2139,object
store1_16.jpg,2978,202,3260,683,object
store1_16.jpg,3078,1039,3263,1539,object
store1_16.jpg,2860,1076,2993,1498,object
store1_16.jpg,45,1194,319,1609,object
store1_16.jpg,319,1187,645,1598,object
store1_16.jpg,663,1187,948,1628,object
store1_16.jpg,37,894,311,1057,object
store1_16.jpg,674,891,930,1046,object
store1_16.jpg,948,891,1230,1031,object
store1_16.jpg,60,1865,334,2302,object
store1_16.jpg,356,1865,623,2294,object
store1_16.jpg,652,1883,934,2317,object
store1_16.jpg,74,250,363,746,object
store1_16.jpg,371,228,697,728,object
store1_16.jpg,708,235,1011,728,object
store1_16.jpg,1897,65,2108,250,object
store1_16.jpg,2123,46,2345,217,object
store1_16.jpg,2345,28,2582,213,object
store1_16.jpg,2586,9,2815,209,object
store1_16.jpg,2826,17,3041,202,object
store1_16.jpg,1904,1145,2086,1563,object
store1_16.jpg,2112,1173,2376,1588,object
store1_16.jpg,2390,1160,2622,1563,object
store1_16.jpg,2633,1138,2847,1588,object
store1_22.jpg,161,442,556,912,object
store1_22.jpg,966,442,1351,897,object
store1_22.jpg,166,2667,546,3042,object
store1_22.jpg,581,2637,991,3032,object
store1_22.jpg,1016,2632,1391,3032,object
store1_22.jpg,1421,2277,1871,2692,object
store1_22.jpg,1891,2247,2306,2667,object
store1_22.jpg,1431,2697,1861,3082,object
store1_22.jpg,1866,2697,2296,3082,object
store1_22.jpg,1226,1452,1656,2017,object
store1_22.jpg,1656,1447,2076,2007,object
store1_22.jpg,2081,1457,2446,1997,object
store1_22.jpg,16,1437,261,1967,object
store1_22.jpg,451,1432,731,1887,object
store1_22.jpg,731,1457,1171,1992,object
store1_22.jpg,1491,362,1766,922,object
store1_22.jpg,1821,382,2291,912,object
store1_22.jpg,2291,387,2448,913,object
store1_22.jpg,716,741,959,894,object
store1_22.jpg,997,2217,1331,2489,object
store1_22.jpg,602,2222,973,2503,object
store1_23.jpg,1919,1672,2389,2246,object
store1_23.jpg,2382,1679,2800,2242,object
store1_23.jpg,2789,1694,3197,2242,object
store1_23.jpg,319,605,634,1176,object
store1_23.jpg,656,617,963,1168,object
store1_23.jpg,982,768,1323,1176,object
store1_23.jpg,1397,991,1626,1179,object
store1_23.jpg,1667,794,2008,1183,object
store1_23.jpg,645,1683,1074,2228,object
store1_23.jpg,1160,1654,1482,2124,object
store1_23.jpg,1482,1672,1889,2224,object
store1_23.jpg,8,1531,245,2194,object
store1_23.jpg,278,1517,578,2042,object
store1_23.jpg,2104,724,2408,1183,object
store1_23.jpg,2445,717,2904,1179,object
store1_23.jpg,2897,713,3252,1205,object
store1_23.jpg,2823,535,3211,672,object
store1_28.jpg,2085,2071,2442,2590,object
store1_28.jpg,2042,2614,2418,3024,object
store1_28.jpg,195,1110,580,1819,object
store1_28.jpg,609,1143,1037,1819,object
store1_28.jpg,80,57,495,476,object
store1_28.jpg,495,62,895,505,object
store1_28.jpg,937,52,1318,495,object
store1_28.jpg,1371,76,1661,500,object
store1_28.jpg,1661,133,1928,514,object
store1_28.jpg,1999,62,2252,552,object
store1_28.jpg,1099,838,1456,1333,object
store1_28.jpg,1495,843,1871,1352,object
store1_28.jpg,1076,1338,1456,1805,object
store1_28.jpg,1485,1348,1866,1829,object
store1_28.jpg,1895,971,2147,1376,object
store1_28.jpg,1895,1386,2195,1838,object
store1_28.jpg,2190,1386,2447,1838,object
store1_28.jpg,1428,2143,1737,2610,object
store1_28.jpg,1428,2605,1699,3043,object
store1_28.jpg,1752,2148,2018,2610,object
store1_28.jpg,1728,2629,2018,3038,object
store1_28.jpg,9,900,156,1357,object
store1_28.jpg,14,1367,147,1790,object
store1_28.jpg,9,2100,137,2519,object
store1_28.jpg,14,2552,133,3000,object
store1_28.jpg,171,2052,447,2376,object
store1_28.jpg,833,2129,1080,2590,object
store1_28.jpg,142,2414,471,2700,object
store1_28.jpg,152,2695,471,3000,object
store1_28.jpg,466,2400,785,2638,object
store1_28.jpg,495,2029,795,2367,object
store1_28.jpg,476,2690,771,3000,object
store1_28.jpg,818,2595,1090,3000,object
store1_28.jpg,1118,2610,1390,3029,object
store1_28.jpg,1116,2136,1407,2598,object
store1_29.jpg,2489,1817,2863,2265,object
store1_29.jpg,2882,1787,3260,2254,object
store1_29.jpg,2897,1365,3256,1798,object
store1_29.jpg,1556,161,1941,654,object
store1_29.jpg,1548,646,1904,1105,object
store1_29.jpg,1945,654,2308,1094,object
store1_29.jpg,1956,165,2311,635,object
store1_29.jpg,2326,305,2523,683,object
store1_29.jpg,2330,676,2626,1105,object
store1_29.jpg,2637,679,2893,1105,object
store1_29.jpg,2508,1354,2886,1828,object
store1_29.jpg,1915,1439,2193,1857,object
store1_29.jpg,1911,1857,2171,2257,object
store1_29.jpg,2197,1854,2486,2265,object
store1_29.jpg,2208,1435,2486,1854,object
store1_29.jpg,56,220,348,676,object
store1_29.jpg,60,679,363,1087,object
store1_29.jpg,363,661,693,1105,object
store1_29.jpg,352,224,671,661,object
store1_29.jpg,700,417,1115,1120,object
store1_29.jpg,1115,450,1508,1109,object
store1_29.jpg,2900,128,3219,465,object
store1_29.jpg,2900,465,3215,783,object
store1_29.jpg,2900,791,3208,1094,object
store1_29.jpg,1330,1424,1589,1868,object
store1_29.jpg,1315,1876,1586,2250,object
store1_29.jpg,1600,1424,1889,1872,object
store1_29.jpg,1600,1865,1886,2276,object
store1_29.jpg,48,1413,378,1835,object
store1_29.jpg,34,1831,374,2235,object
store1_29.jpg,371,1413,686,1861,object
store1_29.jpg,371,1854,693,2265,object
store1_29.jpg,686,1342,982,1668,object
store1_29.jpg,682,1661,989,1968,object
store1_29.jpg,689,1968,986,2268,object
store1_29.jpg,1015,1331,1293,1661,object
store1_29.jpg,1004,1657,1308,1965,object
store1_29.jpg,997,1965,1297,2272,object
store1_31.jpg,1567,1605,1856,2128,object
store1_31.jpg,856,1624,1174,2131,object
store1_31.jpg,1182,1631,1500,2139,object
store1_31.jpg,978,1098,1237,1517,object
store1_31.jpg,1237,1083,1523,1517,object
store1_31.jpg,1823,265,2178,791,object
store1_31.jpg,2219,242,2586,817,object
store1_31.jpg,2589,279,2871,809,object
store1_31.jpg,271,224,656,772,object
store1_31.jpg,656,228,1060,787,object
store1_31.jpg,1086,2,1445,224,object
store1_31.jpg,1074,231,1448,513,object
store1_31.jpg,1082,520,1437,787,object
store1_31.jpg,1460,5,1800,239,object
store1_31.jpg,1460,239,1804,524,object
store1_31.jpg,1452,531,1815,791,object
store1_31.jpg,11,1131,186,1591,object
store1_31.jpg,11,1609,111,2139,object
store1_31.jpg,1889,1631,2204,2183,object
store1_31.jpg,2260,1076,2604,1472,object
store1_31.jpg,2241,1472,2582,1824,object
store1_31.jpg,2237,1805,2556,2176,object
store1_31.jpg,2619,1094,2930,1479,object
store1_31.jpg,2582,1468,2897,1831,object
store1_31.jpg,2563,1802,2863,2157,object
store1_31.jpg,2997,1235,3264,1747,object
store1_31.jpg,2930,1709,3264,2204,object
store1_31.jpg,141,1613,486,2139,object
store1_31.jpg,486,1635,837,2161,object
store1_31.jpg,1,213,278,761,object
store1_32.jpg,2037,302,2337,628,object
store1_32.jpg,2048,631,2315,942,object
store1_32.jpg,2037,946,2300,1261,object
store1_32.jpg,2341,309,2615,624,object
store1_32.jpg,2315,628,2582,931,object
store1_32.jpg,2304,950,2578,1239,object
store1_32.jpg,2663,394,2963,835,object
store1_32.jpg,2645,824,2937,1250,object
store1_32.jpg,2945,831,3211,1231,object
store1_32.jpg,1441,820,1700,1250,object
store1_32.jpg,837,839,1130,1254,object
store1_32.jpg,1126,839,1404,1242,object
store1_32.jpg,978,483,1178,817,object
store1_32.jpg,1182,479,1408,828,object
store1_32.jpg,67,454,311,828,object
store1_32.jpg,11,854,219,1242,object
store1_32.jpg,252,854,545,1242,object
store1_32.jpg,548,846,823,1242,object
store1_32.jpg,530,1528,808,1939,object
store1_32.jpg,804,1524,1108,1939,object
store1_32.jpg,556,1950,848,2287,object
store1_32.jpg,826,1931,1115,2287,object
store1_32.jpg,1708,1528,1956,1931,object
store1_32.jpg,1693,1935,1967,2305,object
store1_32.jpg,1971,1524,2234,1939,object
store1_32.jpg,1956,1931,2226,2294,object
store1_32.jpg,1237,1409,1415,1550,object
store1_32.jpg,1234,1557,1437,1709,object
store1_32.jpg,1123,1828,1393,2105,object
store1_32.jpg,1126,2124,1378,2283,object
store1_32.jpg,1452,1528,1660,1713,object
store1_32.jpg,1426,1717,1667,1979,object
store1_32.jpg,1393,2013,1667,2294,object
store1_32.jpg,63,1768,293,2057,object
store1_32.jpg,63,2065,323,2309,object
store1_32.jpg,289,1783,534,2068,object
store1_32.jpg,311,2068,534,2294,object
store1_32.jpg,1726,839,1993,1254,object
store1_32.jpg,2247,1488,2626,1885,object
store1_32.jpg,2658,1463,3029,1895,object
store1_32.jpg,2258,1910,2604,2313,object
store1_32.jpg,2629,1917,2990,2292,object
store1_33.jpg,1541,2,1826,457,object
store1_33.jpg,1836,7,2126,462,object
store1_33.jpg,61,17,401,392,object
store1_33.jpg,441,17,791,417,object
store1_33.jpg,831,7,1141,427,object
store1_33.jpg,1161,27,1491,432,object
store1_33.jpg,16,1327,291,1812,object
store1_33.jpg,311,822,636,1077,object
store1_33.jpg,311,1092,641,1307,object
store1_33.jpg,321,1322,651,1542,object
store1_33.jpg,331,1567,646,1802,object
store1_33.jpg,656,842,991,1112,object
store1_33.jpg,646,1087,991,1332,object
store1_33.jpg,631,1327,986,1557,object
store1_33.jpg,656,1557,976,1797,object
store1_33.jpg,126,2497,416,2997,object
store1_33.jpg,431,2492,716,2987,object
store1_33.jpg,776,2487,1066,3002,object
store1_33.jpg,2056,2127,2376,2632,object
store1_33.jpg,2036,2612,2356,3072,object
store1_33.jpg,1406,2012,1706,2377,object
store1_33.jpg,1421,2387,1716,2697,object
store1_33.jpg,1411,2687,1686,3017,object
store1_33.jpg,1721,2022,2021,2382,object
store1_33.jpg,1696,2372,2016,2692,object
store1_33.jpg,1716,2687,2001,2992,object
store1_33.jpg,1081,2517,1381,3057,object
store1_33.jpg,996,1337,1301,1812,object
store1_33.jpg,1326,1347,1636,1807,object
store1_33.jpg,1651,1357,1896,1822,object
store1_33.jpg,307,1989,531,2346,object
store1_33.jpg,545,2008,788,2351,object
store1_36.jpg,1019,1172,1578,1650,object
store1_36.jpg,997,1642,1582,2231,object
store1_36.jpg,1578,1228,2134,1617,object
store1_36.jpg,1608,1657,2219,2257,object
store1_36.jpg,1497,372,1723,709,object
store1_36.jpg,1489,698,1719,868,object
store1_36.jpg,1789,117,2082,531,object
store1_36.jpg,1808,535,2093,872,object
store1_36.jpg,2137,76,2448,472,object
store1_36.jpg,2126,479,2471,898,object
store1_36.jpg,2456,117,2734,517,object
store1_36.jpg,2471,505,2756,905,object
store1_36.jpg,2748,91,3089,513,object
store1_36.jpg,2760,513,3089,928,object
store1_36.jpg,2993,1431,3264,1810,object
store1_36.jpg,3004,1817,3264,2212,object
store1_36.jpg,2178,1198,2541,1668,object
store1_36.jpg,2200,1683,2537,2191,object
store1_36.jpg,2571,1179,2978,1691,object
store1_36.jpg,2563,1687,3019,2224,object
store1_36.jpg,8,2,260,365,object
store1_36.jpg,4,368,174,817,object
store1_36.jpg,178,372,497,824,object
store1_36.jpg,341,94,600,431,object
store1_36.jpg,567,550,878,839,object
store1_36.jpg,597,224,904,565,object
store1_36.jpg,611,2,904,242,object
store1_36.jpg,926,5,1215,250,object
store1_36.jpg,897,242,1219,579,object
store1_36.jpg,904,565,1208,861,object
store1_36.jpg,1223,17,1508,287,object
store1_36.jpg,1223,287,1493,609,object
store1_36.jpg,1215,598,1489,865,object
store1_36.jpg,182,1228,589,1709,object
store1_36.jpg,126,1735,560,2250,object
store1_36.jpg,634,1231,1000,1702,object
store1_36.jpg,604,1709,971,2198,object
store1_37.jpg,11,1539,278,1961,object
store1_37.jpg,11,1972,304,2309,object
store1_37.jpg,297,1531,523,1946,object
store1_37.jpg,293,1961,545,2291,object
store1_37.jpg,530,1487,897,1946,object
store1_37.jpg,541,1946,911,2350,object
store1_37.jpg,900,1472,1241,1909,object
store1_37.jpg,897,1917,1245,2346,object
store1_37.jpg,1282,1454,1567,1791,object
store1_37.jpg,1256,1828,1582,2328,object
store1_37.jpg,1634,1517,1871,1939,object
store1_37.jpg,1615,1939,1856,2305,object
store1_37.jpg,1893,1535,2123,1950,object
store1_37.jpg,1863,1946,2100,2291,object
store1_37.jpg,2741,1509,3004,1939,object
store1_37.jpg,2726,1935,2967,2272,object
store1_37.jpg,2163,1483,2360,1787,object
store1_37.jpg,2367,1779,2593,2042,object
store1_37.jpg,2145,1779,2367,2046,object
store1_37.jpg,2389,1491,2600,1776,object
store1_37.jpg,2382,2046,2593,2313,object
store1_37.jpg,2134,2039,2360,2324,object
store1_37.jpg,3000,1846,3256,2268,object
store1_37.jpg,448,483,734,913,object
store1_37.jpg,474,917,752,1320,object
store1_37.jpg,730,498,1008,905,object
store1_37.jpg,734,909,1034,1309,object
store1_37.jpg,1026,454,1374,891,object
store1_37.jpg,1034,894,1393,1302,object
store1_37.jpg,1378,446,1723,887,object
store1_37.jpg,1389,894,1737,1305,object
store1_37.jpg,1741,450,2082,905,object
store1_37.jpg,1734,894,2082,1302,object
store1_37.jpg,2152,502,2393,917,object
store1_37.jpg,2093,920,2348,1302,object
store1_37.jpg,2345,920,2626,1305,object
store1_37.jpg,2630,917,2889,1298,object
store1_37.jpg,2904,439,3186,735,object
store1_37.jpg,2900,746,3204,1020,object
store1_37.jpg,2900,1020,3182,1309,object
store1_37.jpg,197,676,467,898,object
store1_37.jpg,200,898,463,1113,object
store1_37.jpg,197,1105,460,1317,object
store1_37.jpg,11,676,189,876,object
store1_37.jpg,8,887,204,1098,object
store1_37.jpg,8,1094,204,1309,object
store1_38.jpg,611,1232,946,1667,object
store1_38.jpg,606,1682,966,2087,object
store1_38.jpg,961,1227,1306,1682,object
store1_38.jpg,956,1682,1321,2092,object
store1_38.jpg,1311,1232,1671,1677,object
store1_38.jpg,1321,1677,1676,2102,object
store1_38.jpg,1706,1282,1986,1692,object
store1_38.jpg,1691,1687,1941,2097,object
store1_38.jpg,2001,1287,2291,1707,object
store1_38.jpg,1961,1707,2221,2097,object
store1_38.jpg,2246,1697,2441,2107,object
store1_38.jpg,26,1287,301,1702,object
store1_38.jpg,16,1702,316,2107,object
store1_38.jpg,301,1277,591,1682,object
store1_38.jpg,311,1687,611,2097,object
store1_38.jpg,106,2302,446,2732,object
store1_38.jpg,106,2727,451,3142,object
store1_38.jpg,451,2292,811,2707,object
store1_38.jpg,441,2717,801,3142,object
store1_38.jpg,826,2597,1141,3157,object
store1_38.jpg,861,2257,1136,2552,object
store1_38.jpg,1211,2277,1466,2752,object
store1_38.jpg,1196,2742,1446,3122,object
store1_38.jpg,1471,2282,1716,2752,object
store1_38.jpg,1451,2742,1701,3117,object
store1_38.jpg,1761,2267,1971,2597,object
store1_38.jpg,1746,2602,1971,2867,object
store1_38.jpg,1731,2867,1966,3162,object
store1_38.jpg,2001,2277,2221,2592,object
store1_38.jpg,1961,2582,2226,2857,object
store1_38.jpg,1961,2872,2226,3157,object
store1_38.jpg,141,247,491,602,object
store1_38.jpg,141,592,476,972,object
store1_38.jpg,476,227,816,587,object
store1_38.jpg,471,587,811,987,object
store1_38.jpg,801,587,1151,987,object
store1_38.jpg,791,322,1081,572,object
store1_38.jpg,1161,77,1496,567,object
store1_38.jpg,1156,552,1486,977,object
store1_38.jpg,1496,107,1806,567,object
store1_38.jpg,1486,557,1791,992,object
store1_38.jpg,1806,97,2151,542,object
store1_38.jpg,1806,557,2136,977,object
store1_38.jpg,2156,317,2448,687,object
store1_38.jpg,2151,672,2441,962,object
store1_38.jpg,883,84,1145,379,object
store1_43.jpg,6,1232,566,2087,object
store1_43.jpg,571,1252,1136,2087,object
store1_43.jpg,1191,1277,1731,2067,object
store1_43.jpg,1746,1292,2246,2047,object
store1_43.jpg,656,2382,1226,3102,object
store1_43.jpg,1241,2232,1711,2842,object
store1_43.jpg,11,2,536,867,object
store1_43.jpg,551,7,1176,872,object
store1_43.jpg,1181,7,1801,872,object
store1_43.jpg,1801,17,2421,892,object
store1_43.jpg,81,2387,651,3097,object
store1_43.jpg,1811,2362,2406,3102,object
store1_44.jpg,136,1357,626,2092,object
store1_44.jpg,671,2402,1201,3122,object
store1_44.jpg,1201,2407,1741,3122,object
store1_44.jpg,616,137,946,982,object
store1_44.jpg,936,162,1256,987,object
store1_44.jpg,1231,187,1546,992,object
store1_44.jpg,1546,212,1851,1017,object
store1_44.jpg,1886,32,2441,1002,object
store1_44.jpg,631,1447,1196,2142,object
store1_44.jpg,1191,1442,1741,2182,object
store1_44.jpg,1736,1442,2296,2162,object
store1_44.jpg,1751,2397,2286,3092,object
store1_44.jpg,116,2422,656,3122,object
store1_44.jpg,11,62,536,992,object
store1_45.jpg,11,197,456,972,object
store1_45.jpg,451,237,971,972,object
store1_45.jpg,1001,262,1471,987,object
store1_45.jpg,1486,302,1946,1017,object
store1_45.jpg,1976,1262,2406,1847,object
store1_45.jpg,1986,372,2441,1042,object
store1_45.jpg,81,1212,571,1772,object
store1_45.jpg,1526,2642,1947,3264,object
store1_45.jpg,1956,2632,2356,3227,object
store1_45.jpg,26,2687,505,3264,object
store1_45.jpg,501,2682,996,3247,object
store1_45.jpg,1011,2682,1480,3264,object
store1_45.jpg,1456,1922,1711,2187,object
store1_45.jpg,1726,1907,2036,2162,object
store1_45.jpg,1701,2162,2201,2462,object
store1_45.jpg,2231,2037,2441,2482,object
store1_45.jpg,156,1987,601,2497,object
store1_45.jpg,606,1987,1036,2502,object
store1_45.jpg,1046,1957,1421,2412,object
store1_45.jpg,571,1217,1026,1802,object
store1_45.jpg,1051,1187,1431,1697,object
store1_45.jpg,1506,1252,1966,1842,object
store1_46.jpg,1011,1665,1515,2342,object
store1_46.jpg,1526,1572,1956,2198,object
store1_46.jpg,2004,1646,2497,2320,object
store1_46.jpg,11,1687,445,2328,object
store1_46.jpg,619,1602,1015,2098,object
store1_46.jpg,11,746,367,1439,object
store1_46.jpg,437,650,893,1413,object
store1_46.jpg,897,613,1411,1442,object
store1_46.jpg,1415,620,1919,1454,object
store1_46.jpg,1934,631,2415,1454,object
store1_46.jpg,2597,657,3071,1461,object
store1_46.jpg,2160,5,2723,402,object
store1_46.jpg,2730,13,3163,405,object
store1_46.jpg,1615,5,2134,376,object
store1_46.jpg,1063,5,1600,361,object
store1_46.jpg,474,2,1045,339,object
store1_46.jpg,11,9,482,328,object
store1_46.jpg,2533,1578,3026,2335,object
store1_46.jpg,3033,1610,3264,2314,object
store1_47.jpg,21,892,636,1972,object
store1_47.jpg,641,882,1316,1997,object
store1_47.jpg,1331,897,1996,2002,object
store1_47.jpg,121,12,866,537,object
store1_47.jpg,861,22,1596,522,object
store1_47.jpg,1626,22,2448,519,object
store1_47.jpg,136,2222,796,3122,object
store1_47.jpg,866,2142,1436,2892,object
store1_47.jpg,1446,2257,2136,3132,object
store1_48.jpg,15,1139,871,2361,object
store1_48.jpg,871,1183,1663,2320,object
store1_48.jpg,1652,1231,2382,2287,object
store1_48.jpg,2734,17,3219,1068,object
store1_48.jpg,8,9,897,939,object
store1_48.jpg,893,9,1782,979,object
store1_48.jpg,1837,20,2608,1050,object
store1_48.jpg,2678,1483,3111,2165,object
store2_1.jpg,604,772,1723,1368,object
store2_1.jpg,1919,335,3260,928,object
store2_1.jpg,1904,972,3264,1552,object
store2_1.jpg,1819,1568,3263,2161,object
store2_1.jpg,367,1594,1782,2187,object
store2_1.jpg,13,412,350,979,object
store2_1.jpg,2,1016,346,1568,object
store2_10.jpg,1615,1672,2404,2176,object
store2_10.jpg,1634,1135,2230,1513,object
store2_10.jpg,211,1165,797,1583,object
store2_10.jpg,808,1198,1545,1668,object
store2_10.jpg,11,1672,797,2142,object
store2_10.jpg,793,1687,1534,2131,object
store2_10.jpg,4,2,708,365,object
store2_10.jpg,4,365,741,839,object
store2_10.jpg,741,13,1552,339,object
store2_10.jpg,786,339,1586,839,object
store2_10.jpg,1611,357,2423,850,object
store2_10.jpg,1582,2,2263,335,object
store2_10.jpg,2589,420,3260,824,object
store2_10.jpg,2511,20,3264,418,object
store2_10.jpg,2423,1187,3219,1687,object
store2_10.jpg,2419,1683,3226,2187,object
store2_100.jpg,2167,824,3260,2428,object
store2_100.jpg,871,768,2045,2354,object
store2_100.jpg,1,839,834,2257,object
store2_103.jpg,360,13,1526,972,object
store2_103.jpg,1574,17,2508,987,object
store2_103.jpg,482,1298,1082,2420,object
store2_103.jpg,1067,1305,1786,2431,object
store2_103.jpg,1800,1324,2548,2417,object
store2_103.jpg,2378,1283,2845,2209,object
store2_103.jpg,2823,1302,3264,2358,object
store2_103.jpg,165,1209,409,1753,object
store2_104.jpg,145,1072,1119,2420,object
store2_104.jpg,1137,998,2208,2439,object
store2_104.jpg,2078,987,3234,2428,object
store2_105.jpg,131,277,946,1492,object
store2_105.jpg,286,2012,1249,3264,object
store2_105.jpg,1251,1967,2416,3257,object
store2_105.jpg,1046,167,2101,1412,object
store2_107.jpg,21,1277,1041,2982,object
store2_107.jpg,1056,1262,2211,2972,object
store2_107.jpg,1026,2,1856,942,object
store2_107.jpg,226,112,1011,972,object
store2_107.jpg,1901,12,2426,932,object
store2_108.jpg,30,168,556,991,object
store2_108.jpg,563,9,1334,972,object
store2_108.jpg,1423,5,2241,965,object
store2_108.jpg,2223,17,3023,965,object
store2_108.jpg,8,1239,367,2442,object
store2_108.jpg,378,1228,1324,2448,object
